3 5 8 11 15 20 23 25 35 39 40 55 60 63 68 70 75 85 90 95 	1 6 7 10 29 33 36 41 45 46 47 51 56 61 65 66 71 73 91 96 	2 12 16 17 22 26 27 30 32 37 42 52 57 62 72 76 80 88 92 97 	0 21 28 34 38 43 48 49 50 53 67 77 78 81 82 83 86 89 93 98 	4 9 13 14 18 19 24 31 44 54 58 59 64 69 74 79 84 87 94 99
0 3 7 20 25 30 35 44 45 52 58 59 63 65 70 75 79 85 90 95 	1 6 10 21 26 27 31 40 46 51 56 61 71 73 76 81 86 88 91 96 	2 12 16 32 37 41 42 47 50 54 55 57 62 77 82 83 84 87 92 97 	5 8 11 13 15 18 22 23 28 33 38 43 48 53 66 68 74 78 80 93 	4 9 14 17 19 24 29 34 36 39 49 60 64 67 69 72 89 94 98 99
0 5 10 12 15 16 20 22 25 30 40 41 45 49 59 65 69 75 87 95 	1 3 6 11 21 26 27 48 51 52 56 61 66 71 74 76 80 81 86 96 	2 17 32 37 42 47 53 54 57 60 62 67 70 77 82 88 89 91 92 97 	7 8 13 14 18 23 28 31 36 38 43 46 58 63 68 73 78 83 93 98 	4 9 19 24 29 33 34 35 39 44 50 55 64 72 79 84 85 90 94 99
0 10 13 19 30 33 36 40 41 45 46 47 52 55 60 68 75 80 86 90 	1 6 16 21 26 34 42 61 66 70 71 76 81 87 88 91 94 96 98 99 	3 4 7 12 22 25 31 49 50 51 54 57 62 65 72 74 79 82 92 95 	5 8 15 18 20 23 28 32 35 37 43 53 56 58 63 67 73 78 93 97 	2 9 11 14 17 24 27 29 38 39 44 48 59 64 69 77 83 84 85 89
5 10 16 20 25 30 31 35 40 45 50 55 70 75 80 82 85 89 95 99 	1 2 6 15 21 27 36 39 43 46 51 54 56 61 71 78 81 84 91 96 	0 9 17 22 32 37 47 52 60 62 65 74 76 77 83 86 87 90 92 97 	3 4 8 11 18 28 33 38 41 48 53 58 63 68 69 72 73 88 93 98 	7 12 13 14 19 23 24 26 29 34 42 44 49 57 59 64 66 67 79 94
0 10 15 18 27 29 35 40 45 50 54 55 60 64 70 75 80 85 90 95 	1 4 6 9 14 22 37 39 41 46 52 56 61 65 66 78 81 86 91 96 	2 5 7 8 12 17 24 38 42 47 48 51 53 57 62 67 82 87 92 97 	3 13 20 21 26 28 32 33 36 59 63 68 71 72 73 79 83 88 93 98 	11 16 19 23 25 30 31 34 43 44 49 58 69 74 76 77 84 89 94 99
3 15 20 25 30 32 35 36 39 45 50 55 65 70 75 80 84 85 95 99 	1 6 8 11 26 31 38 40 41 46 51 56 66 73 74 76 81 86 92 96 	2 5 12 16 22 27 42 47 52 57 62 67 71 82 83 87 89 90 91 97 	7 9 10 13 18 23 28 34 37 43 44 48 53 60 63 68 78 88 93 98 	0 4 14 17 19 21 24 29 33 49 54 58 59 61 64 69 72 77 79 94
0 11 15 20 24 25 35 37 39 45 50 55 65 70 75 79 85 88 95 99 	1 6 16 22 26 41 52 56 60 61 68 71 76 80 81 84 89 92 93 96 	2 7 12 17 27 31 32 36 40 42 47 51 62 64 66 69 72 73 74 97 	8 13 18 23 28 30 33 38 43 46 48 53 57 58 63 67 82 86 91 98 	3 4 5 9 10 14 19 21 29 34 44 49 54 59 77 78 83 87 90 94
3 10 14 15 20 21 25 30 31 35 39 43 45 48 55 70 71 80 90 95 	6 9 11 13 16 36 41 46 51 54 56 60 61 64 66 76 84 88 91 96 	2 5 7 8 12 17 22 27 32 42 47 52 57 62 63 67 74 77 82 97 	18 23 26 28 33 37 38 50 53 58 65 68 73 75 78 81 83 87 92 98 	0 1 4 19 24 29 34 40 44 49 59 69 72 79 85 86 89 93 94 99
2 5 10 11 15 30 35 40 45 46 57 65 70 79 80 85 87 89 94 95 	1 3 6 24 26 31 36 41 51 56 61 66 67 71 81 86 91 96 97 98 	0 7 12 17 21 22 27 32 37 42 47 49 52 62 72 75 76 77 82 92 	8 13 18 23 25 28 33 38 43 50 53 55 58 63 68 73 78 83 88 93 	4 9 14 16 19 20 29 34 39 44 48 54 59 60 64 69 74 84 90 99
0 4 5 10 15 18 21 24 25 35 36 39 40 45 65 75 81 86 90 95 	1 2 6 11 16 26 41 43 46 53 56 62 64 66 76 79 80 85 91 96 	7 12 17 22 27 32 37 42 47 52 57 58 67 71 72 82 87 89 92 97 	3 8 13 23 28 30 33 44 48 50 55 61 68 73 77 78 83 88 93 98 	9 14 19 20 29 31 34 38 49 51 54 59 60 63 69 70 74 84 94 99
0 1 5 10 15 20 24 25 30 35 40 42 48 50 55 60 65 75 80 90 	2 3 4 6 13 16 36 37 41 45 46 51 56 66 71 76 81 86 95 96 	7 12 17 21 27 32 43 47 52 53 57 62 67 70 72 74 77 82 92 97 	8 18 23 28 31 33 38 59 63 68 73 78 83 85 87 88 91 93 98 99 	9 11 14 19 22 26 29 34 39 44 49 54 58 61 64 69 79 84 89 94
0 10 15 19 21 25 27 30 35 40 45 50 57 70 78 80 85 88 89 95 	3 16 22 26 29 32 41 43 46 51 55 56 69 72 75 76 81 86 91 96 	2 7 12 17 36 37 42 47 48 49 52 61 62 63 67 79 82 87 92 97 	1 6 8 13 18 20 23 28 33 38 39 53 58 65 68 71 83 90 93 98 	4 5 9 11 14 24 31 34 44 54 59 60 64 66 73 74 77 84 94 99
0 5 10 20 25 30 35 40 45 48 50 55 60 70 75 80 81 82 86 90 	1 2 6 9 11 21 22 26 31 41 46 51 56 59 61 66 71 76 91 96 	7 12 15 16 32 33 37 42 44 47 52 63 65 67 72 73 77 85 87 97 	3 8 13 17 18 24 28 36 43 49 53 58 68 78 83 88 92 93 94 98 	4 14 19 23 27 29 34 38 39 54 57 62 64 69 74 79 84 89 95 99
0 5 8 15 19 25 30 33 35 45 47 50 55 63 65 70 75 80 83 95 	6 13 16 22 26 36 40 41 46 48 51 56 61 66 71 76 81 86 91 96 	2 7 12 17 32 37 42 52 57 62 72 77 82 87 89 90 92 97 98 99 	1 3 10 11 18 20 23 24 27 28 38 43 49 58 60 68 73 78 88 93 	4 9 14 21 29 31 34 39 44 53 54 59 64 67 69 74 79 84 85 94
5 8 15 20 25 30 34 35 45 50 58 59 65 70 75 78 80 85 86 93 	1 2 6 11 16 31 36 37 46 51 56 61 63 66 74 76 81 88 91 96 	0 7 9 12 22 27 42 47 52 55 57 60 62 67 69 72 83 87 92 97 	3 13 14 18 19 21 23 28 32 33 38 41 48 53 73 77 82 89 94 98 	4 10 17 24 26 29 39 40 43 44 49 54 64 68 71 79 84 90 95 99
0 4 8 17 30 31 35 40 45 55 59 60 70 75 79 80 81 85 90 93 	3 6 11 16 19 21 23 46 51 56 61 67 71 76 84 86 87 91 94 96 	2 7 12 15 20 22 24 27 36 37 41 47 52 54 57 66 73 82 92 97 	5 10 13 18 26 28 32 33 38 43 48 53 58 63 65 68 78 88 95 98 	1 9 14 25 29 34 39 42 44 49 50 62 64 69 72 74 77 83 89 99
0 5 6 10 20 25 30 33 35 40 43 45 50 60 70 74 80 85 90 95 	1 11 16 36 37 41 46 51 52 53 55 58 59 61 71 76 81 86 91 96 	2 7 12 15 17 22 27 32 39 42 47 56 57 62 72 77 82 84 92 97 	3 8 13 18 23 26 28 31 34 38 48 63 65 66 68 75 78 83 88 98 	4 9 14 19 21 24 29 44 49 54 64 67 69 73 79 87 89 93 94 99
0 5 7 16 20 25 26 30 32 35 40 42 45 50 54 59 65 76 80 95 	1 6 11 17 31 36 46 47 51 56 61 66 70 73 81 86 88 91 93 96 	2 10 12 22 27 37 48 55 57 62 63 67 77 82 85 90 92 94 97 99 	3 9 13 15 18 23 33 41 43 49 53 58 60 68 72 75 78 83 87 98 	4 8 14 19 21 24 28 29 34 38 39 44 52 64 69 71 74 79 84 89
0 5 8 13 15 20 25 30 40 44 50 54 60 70 75 80 85 89 94 95 	1 6 11 17 36 37 45 46 47 51 52 56 61 63 66 71 76 81 91 96 	7 10 16 22 27 32 39 42 43 57 62 65 67 77 82 83 86 87 90 97 	3 18 21 23 28 31 33 38 41 48 53 58 68 72 73 78 79 92 93 98 	2 4 9 12 14 19 24 26 29 34 35 49 55 59 64 69 74 84 88 99
0 5 7 10 15 21 25 30 39 40 50 60 65 74 75 76 77 85 90 95 	2 6 11 16 20 31 38 41 46 56 57 61 67 70 73 81 84 86 91 96 	1 4 12 22 23 32 42 45 47 52 53 55 62 63 72 78 82 87 92 97 	3 8 13 14 18 27 28 33 35 37 43 48 51 58 68 79 83 88 93 98 	9 17 19 24 26 29 34 36 44 49 54 59 64 66 69 71 80 89 94 99
0 4 5 10 15 32 35 36 39 42 44 45 55 65 69 80 83 85 90 98 	1 2 6 11 16 31 41 46 51 56 61 66 75 76 79 81 84 88 91 96 	7 12 13 17 22 23 24 26 27 47 53 54 57 62 67 72 82 87 92 97 	3 8 18 25 28 33 38 43 48 52 58 60 63 70 73 77 78 86 93 95 	9 14 19 20 21 29 30 34 37 40 49 50 59 64 68 71 74 89 94 99
0 5 10 13 15 25 30 35 40 45 47 50 65 70 75 81 85 86 90 92 	1 4 11 16 20 36 41 49 51 56 57 61 66 76 79 87 91 95 96 98 	2 7 8 12 17 23 27 31 42 46 52 62 63 67 77 80 82 89 94 97 	3 6 18 21 26 28 32 33 37 43 48 53 55 58 60 68 73 78 88 93 	9 14 19 22 24 29 34 38 39 44 54 59 64 69 71 72 74 83 84 99
0 5 10 12 20 30 35 40 42 45 50 60 65 71 75 80 89 95 97 98 	1 2 6 11 13 16 21 41 51 56 57 61 64 66 73 76 81 86 91 96 	7 15 22 27 28 32 33 37 43 47 52 55 62 63 67 72 74 82 87 92 	3 4 8 18 25 26 31 34 38 46 48 58 69 70 78 79 83 85 88 93 	9 14 17 19 23 24 29 36 39 44 49 53 54 59 68 77 84 90 94 99
0 5 10 12 15 21 24 30 35 40 45 50 65 70 75 76 79 90 92 95 	1 3 6 17 26 31 41 46 51 55 56 61 66 71 81 85 86 87 91 96 	2 7 22 27 28 32 37 42 47 48 49 57 62 63 72 82 89 94 97 99 	8 11 13 18 20 23 33 38 43 52 54 58 59 73 77 78 83 88 93 98 	4 9 14 16 19 25 29 34 36 39 44 53 60 64 67 68 69 74 80 84
0 10 12 15 25 30 32 35 45 49 55 60 70 75 80 81 89 90 91 95 	1 2 11 16 26 31 41 42 48 51 56 61 65 66 71 76 84 85 86 96 	4 7 20 22 23 27 37 40 47 52 53 54 57 62 72 77 82 92 94 97 	3 6 8 13 18 24 28 33 38 43 58 63 67 68 73 78 83 88 93 98 	5 9 14 17 19 21 29 34 36 39 44 46 50 59 64 69 74 79 87 99
0 10 11 25 30 35 36 41 45 50 55 65 70 75 80 84 88 90 95 99 	6 8 12 21 26 28 31 46 51 56 61 63 66 71 72 76 81 86 91 96 	2 5 7 13 16 22 27 37 44 48 52 60 62 73 77 82 85 87 92 97 	3 18 23 33 38 42 43 47 53 58 64 67 68 69 78 83 89 93 94 98 	1 4 9 14 15 17 19 20 24 29 32 34 39 40 49 54 57 59 74 79
5 6 10 16 24 25 30 32 35 45 48 70 75 76 80 82 85 90 95 98 	1 2 8 12 20 31 36 41 43 46 56 61 65 66 67 71 73 79 86 96 	7 11 15 21 22 27 37 40 42 44 47 50 51 52 57 62 77 87 92 97 	3 13 17 18 23 28 33 38 53 55 58 63 68 72 78 83 88 89 91 93 	0 4 9 14 19 26 29 34 39 49 54 59 60 64 69 74 81 84 94 99
0 5 10 12 21 25 31 34 35 36 45 50 60 64 70 72 77 80 90 95 	1 2 6 13 15 20 28 37 41 51 52 56 59 61 66 71 81 86 91 96 	7 8 16 17 22 27 32 40 42 43 54 57 62 67 75 76 82 87 97 99 	3 18 23 30 33 38 47 48 53 58 63 68 73 78 83 84 85 88 93 98 	4 9 11 14 19 24 26 29 39 44 46 49 55 65 69 74 79 89 92 94
0 7 11 15 20 25 28 35 40 44 45 60 70 73 74 75 80 85 90 95 	1 3 16 21 36 41 46 51 52 53 56 61 65 66 69 71 81 84 86 91 	2 5 6 9 10 13 17 22 27 32 37 42 47 55 57 72 76 82 87 97 	8 12 18 23 26 30 38 43 48 50 58 62 63 78 83 88 93 94 96 99 	4 14 19 24 29 31 33 34 39 49 54 59 64 67 68 77 79 89 92 98
5 10 15 25 30 35 40 42 50 55 60 61 70 75 79 80 84 85 90 95 	4 6 11 26 31 36 37 41 45 46 51 56 59 66 67 71 81 86 91 96 	3 7 8 17 22 27 33 39 47 52 57 62 72 76 82 87 89 92 94 97 	2 13 21 28 32 43 48 53 54 58 63 65 68 73 77 78 83 88 93 98 	0 1 9 12 14 16 18 19 20 23 24 29 34 38 44 49 64 69 74 99
5 6 10 15 20 25 30 31 35 39 50 55 56 75 80 85 88 89 90 95 	8 11 21 36 41 44 45 46 53 61 66 71 74 81 84 86 87 91 94 96 	2 7 12 17 22 28 34 37 51 52 57 60 62 65 72 73 79 82 92 97 	3 13 18 23 26 29 33 40 43 47 48 58 59 67 68 77 78 83 93 98 	0 1 4 9 14 16 19 24 27 32 38 42 49 54 63 64 69 70 76 99
5 10 21 25 29 31 34 35 42 45 47 53 63 75 80 84 85 90 95 97 	1 6 11 16 26 39 41 51 56 60 65 66 71 76 79 83 86 88 91 96 	4 12 17 22 23 27 30 36 37 44 52 54 62 68 72 82 87 92 93 98 	0 2 3 7 13 18 20 24 28 33 38 43 46 55 58 61 67 74 78 81 	8 9 14 15 19 32 40 48 49 50 57 59 64 69 70 73 77 89 94 99
0 5 10 25 30 35 40 45 60 63 64 70 75 80 83 84 86 87 90 98 	1 3 6 11 15 16 21 36 39 41 43 46 51 61 66 67 71 81 91 96 	2 7 17 22 26 27 32 37 42 47 48 54 57 62 72 76 78 89 95 97 	8 12 13 18 20 23 24 28 33 50 53 58 68 77 82 85 88 92 93 94 	4 9 14 19 29 31 34 38 44 49 52 55 56 59 65 69 73 74 79 99
0 5 7 9 11 15 30 35 40 45 49 63 70 75 80 85 88 90 94 95 	3 6 16 17 26 31 41 44 46 51 56 61 66 67 76 79 81 84 91 96 	2 8 12 21 24 27 32 42 48 52 57 62 71 72 77 82 86 87 92 97 	10 13 18 20 28 33 36 37 38 43 53 54 55 58 60 68 78 83 93 98 	1 4 14 19 22 23 25 29 34 39 47 50 59 64 65 69 73 74 89 99
0 5 9 10 15 20 25 30 31 35 40 60 65 71 75 80 82 85 86 90 	1 6 16 21 24 36 41 46 47 50 56 61 79 81 88 89 91 95 96 99 	2 7 11 12 22 26 27 32 33 37 42 45 48 57 62 67 72 77 92 97 	3 13 17 18 23 28 38 43 53 58 63 66 68 73 78 83 84 87 93 98 	4 8 14 19 29 34 39 44 49 51 52 54 55 59 64 69 70 74 76 94
2 5 8 10 15 19 20 21 25 33 34 35 53 56 65 70 75 78 90 95 	1 6 11 26 36 41 45 46 49 51 60 61 66 71 79 81 86 89 91 96 	7 17 22 27 28 32 37 40 50 57 62 67 72 76 77 82 85 87 92 97 	0 3 4 13 23 30 31 38 42 43 48 52 55 58 68 80 83 88 93 98 	9 12 14 16 18 24 29 39 44 47 54 59 63 64 69 73 74 84 94 99
0 5 10 15 20 21 34 35 45 48 53 55 60 63 64 70 76 80 85 90 	2 8 11 16 29 41 46 47 49 56 61 65 66 71 74 81 86 87 95 96 	7 12 17 22 26 27 28 32 36 40 44 51 52 57 62 72 77 82 92 97 	3 6 9 13 23 25 31 33 38 42 43 50 58 59 73 78 83 88 93 98 	1 4 14 18 19 24 30 37 39 54 67 68 69 75 79 84 89 91 94 99
5 15 27 30 35 37 40 42 45 49 53 65 71 75 79 85 90 91 92 95 	1 4 26 31 36 41 48 51 56 60 61 63 66 68 70 76 81 83 86 96 	2 7 13 17 20 22 28 32 47 52 55 62 69 72 73 77 82 84 87 97 	0 6 8 12 16 18 23 29 33 38 43 46 50 58 78 88 93 94 98 99 	3 9 10 11 14 19 21 24 25 34 39 44 54 57 59 64 67 74 80 89
5 10 20 30 31 32 35 40 45 55 60 65 70 75 80 83 88 89 90 95 	2 3 6 9 11 14 16 33 36 41 46 52 56 61 66 71 76 81 86 96 	12 22 27 37 47 51 57 62 63 67 72 77 82 85 91 92 94 97 98 99 	0 7 8 13 15 17 18 23 28 38 43 48 50 53 58 68 73 78 87 93 	1 4 19 21 24 25 26 29 34 39 42 44 49 54 59 64 69 74 79 84
0 6 10 14 35 36 40 45 46 50 55 58 65 70 75 80 86 87 90 95 	1 8 11 15 22 31 41 51 56 57 61 66 71 73 76 81 91 94 96 98 	2 7 16 17 26 32 37 42 49 52 62 67 74 77 82 85 92 93 97 99 	3 5 13 18 20 21 23 28 30 33 43 48 53 63 68 72 78 83 88 89 	4 9 12 19 24 25 27 29 34 38 39 44 47 54 59 60 64 69 79 84
5 10 19 23 25 30 33 35 40 45 49 55 60 70 75 80 85 89 90 95 	6 11 16 26 31 36 41 52 56 61 66 68 71 73 79 84 86 91 96 98 	2 3 7 12 15 17 32 42 46 47 50 57 62 72 76 77 82 87 92 97 	1 8 13 14 18 20 22 28 38 43 48 53 54 58 59 63 78 83 88 93 	0 4 9 21 24 27 29 34 37 39 44 51 64 65 67 69 74 81 94 99
5 10 20 25 29 35 40 43 45 55 60 70 73 75 80 85 90 91 94 98 	6 7 11 16 26 38 41 44 46 48 51 56 61 66 71 76 81 86 95 96 	17 22 28 31 32 34 37 42 47 50 52 62 67 74 82 83 87 88 92 97 	1 2 3 8 12 13 15 18 21 23 33 53 54 58 63 64 68 72 78 93 	0 4 9 14 19 24 27 30 36 39 49 57 59 65 69 77 79 84 89 99
0 5 7 10 15 16 17 25 27 30 31 35 40 44 60 65 70 75 80 85 	1 3 11 20 23 26 36 38 41 46 51 66 71 76 82 86 88 90 93 96 	2 12 19 22 37 42 45 47 50 52 53 56 57 62 67 79 81 87 91 97 	4 8 13 18 28 39 43 48 58 63 68 72 73 78 83 89 92 94 95 98 	6 9 14 21 24 29 32 33 34 49 54 55 59 61 64 69 74 77 84 99
0 5 10 15 18 25 26 27 30 33 35 36 37 40 45 60 63 75 80 95 	2 7 8 16 31 43 46 51 52 56 61 67 71 76 77 81 88 91 92 96 	1 4 17 21 42 47 50 54 55 57 62 66 72 82 84 85 87 90 94 97 	3 6 12 13 20 23 28 38 48 53 58 68 70 73 78 83 86 89 93 98 	9 11 14 19 22 24 29 32 34 39 41 44 49 59 64 65 69 74 79 99
2 5 15 20 25 26 30 35 40 41 45 52 54 61 66 70 79 82 85 95 	6 16 21 22 31 42 46 48 50 56 59 65 73 76 78 81 84 86 91 96 	12 17 27 32 34 37 47 51 55 57 62 67 69 72 77 80 83 90 98 99 	3 8 9 18 19 23 28 33 36 38 43 53 58 63 68 75 88 89 92 93 	0 1 4 7 10 11 13 14 24 29 39 44 49 60 64 71 74 87 94 97
5 9 10 15 21 25 30 40 45 58 60 63 70 72 75 80 84 85 87 88 	1 2 3 6 11 35 36 41 46 49 51 52 55 61 66 71 81 86 91 96 	7 12 14 17 20 27 32 37 43 48 50 57 62 65 67 77 82 92 95 97 	8 13 18 19 23 26 28 29 33 38 42 47 53 56 68 73 78 83 90 93 	0 4 16 22 24 31 34 39 44 54 59 64 69 74 76 79 89 94 98 99
0 5 10 13 19 20 24 27 30 35 40 44 50 57 70 75 80 85 90 95 	11 14 17 21 33 36 46 47 51 61 67 71 76 79 81 83 86 91 92 96 	1 2 7 12 22 26 31 32 37 41 45 54 55 60 62 66 72 77 93 97 	6 8 16 18 23 25 29 38 39 43 48 53 56 58 63 65 78 82 98 99 	3 4 9 15 28 34 42 49 52 59 64 68 69 73 74 84 87 88 89 94
0 10 13 16 21 25 26 35 40 44 55 56 75 80 81 85 88 90 95 98 	1 3 11 19 24 30 31 37 41 47 48 51 52 61 66 71 76 86 91 96 	4 7 12 17 22 27 32 42 50 54 57 64 67 70 72 77 82 87 92 97 	2 8 9 18 23 28 33 34 36 38 43 45 46 53 58 60 68 78 83 93 	5 6 14 15 20 29 39 49 59 62 63 65 69 73 74 79 84 89 94 99
0 7 15 17 20 25 30 33 40 45 49 55 75 80 85 86 88 90 92 95 	6 10 11 16 21 35 41 46 51 59 61 66 69 70 71 74 76 81 91 96 	2 12 22 27 29 36 37 44 47 50 52 60 62 65 67 72 77 82 89 97 	3 18 23 26 28 32 38 42 48 53 56 57 58 63 68 73 78 83 93 99 	1 4 5 8 9 13 14 19 24 31 34 39 43 54 64 79 84 87 94 98
0 4 5 10 15 20 25 35 40 45 55 57 60 64 65 70 75 80 90 95 	2 3 6 21 30 31 51 52 56 66 67 71 73 81 84 85 88 89 91 96 	11 12 16 19 22 26 27 32 36 42 47 61 62 68 72 74 77 87 92 97 	1 8 13 18 23 28 33 37 38 41 43 46 48 50 53 63 78 83 86 93 	7 9 14 17 24 29 34 39 44 49 54 58 59 69 76 79 82 94 98 99
0 5 9 10 20 25 34 35 40 45 55 60 65 75 79 85 87 89 94 95 	6 11 15 24 28 31 36 41 46 47 51 54 59 61 66 76 86 91 93 96 	2 7 12 22 27 32 37 48 52 53 57 62 67 71 77 80 82 90 92 97 	4 8 13 17 18 21 23 26 33 38 43 49 50 56 63 68 78 83 88 98 	1 3 14 16 19 29 30 39 42 44 58 64 69 70 72 73 74 81 84 99
5 10 12 22 25 30 35 36 39 40 45 50 60 70 75 80 89 90 92 95 	1 3 6 21 31 46 47 51 56 63 66 71 76 79 81 85 86 88 96 99 	2 17 27 32 37 42 49 52 55 57 61 62 64 67 72 77 82 87 91 97 	7 11 13 16 18 20 23 28 33 38 41 48 53 54 68 73 78 83 93 98 	0 4 8 9 14 15 19 24 26 29 34 43 44 58 59 65 69 74 84 94
0 5 10 15 20 25 30 35 45 48 50 55 70 75 77 80 85 90 95 99 	6 9 19 31 36 41 42 46 51 52 54 56 59 61 64 65 71 76 91 96 	1 2 7 12 17 21 23 28 33 37 53 57 62 66 72 74 82 84 87 97 	4 8 13 16 22 29 38 43 58 63 68 73 78 79 83 86 92 93 94 98 	3 11 14 18 24 26 27 32 34 39 40 44 47 49 60 67 69 81 88 89
5 6 10 15 22 26 30 34 35 43 45 49 66 75 80 84 89 95 98 99 	1 7 11 17 21 31 38 41 46 51 55 57 60 65 76 81 82 86 91 94 	12 16 37 42 47 48 52 56 58 62 67 70 71 72 77 79 90 92 96 97 	2 3 13 18 23 28 29 33 36 44 50 53 61 63 68 74 78 83 88 93 	0 4 8 9 14 19 20 24 25 27 32 39 40 54 59 64 69 73 85 87
5 7 10 21 25 27 29 30 31 35 43 50 55 60 65 70 75 80 85 90 	1 4 9 11 26 32 36 41 45 46 51 56 59 61 63 66 68 71 91 96 	2 6 12 17 22 42 44 52 57 62 67 72 77 81 84 87 92 95 97 98 	13 16 18 23 28 33 37 40 48 53 58 73 76 78 82 83 86 88 89 93 	0 3 8 14 15 19 20 24 34 38 39 47 49 54 64 69 74 79 94 99
1 5 10 14 15 20 30 35 40 43 45 50 55 60 65 68 80 85 90 95 	11 21 27 41 44 46 49 51 56 66 70 76 83 86 91 94 96 97 98 99 	2 6 7 12 17 22 29 33 36 37 42 47 54 62 67 72 81 82 87 92 	3 8 18 23 26 28 38 48 53 58 61 63 71 73 75 77 78 79 88 93 	0 4 9 13 16 19 24 25 31 32 34 39 52 57 59 64 69 74 84 89
3 10 15 16 25 35 40 45 52 53 55 57 60 65 72 75 80 85 90 95 	0 1 4 6 11 21 30 36 41 47 51 56 61 66 71 76 81 91 92 96 	2 5 12 22 23 26 27 31 32 37 38 49 67 70 74 77 82 86 87 97 	7 13 18 20 33 34 42 43 44 48 58 62 63 64 68 73 78 83 88 93 	8 9 14 17 19 24 28 29 39 46 50 54 59 69 79 84 89 94 98 99
