0 5 7 20 21 25 30 32 35 37 39 40 43 45 57 59 71 75 79 90 	1 6 11 17 26 41 46 47 51 52 56 66 67 70 76 81 85 87 91 96 	2 4 10 22 23 27 36 38 42 48 53 61 62 63 72 77 80 82 92 97 	3 8 18 28 31 33 55 58 60 65 68 69 73 74 78 83 86 88 93 98 	9 12 13 14 15 16 19 24 29 34 44 49 50 54 64 84 89 94 95 99 	
1 5 6 10 15 16 19 20 25 30 35 40 42 49 60 65 75 80 85 95 	3 8 11 12 18 26 31 41 45 46 56 57 61 66 71 73 76 81 91 96 	4 17 21 22 27 29 32 37 51 52 53 67 68 72 77 82 84 87 92 97 	2 13 33 36 38 43 47 48 50 58 59 63 78 83 86 88 89 90 93 98 	0 7 9 14 23 24 28 34 39 44 54 55 62 64 69 70 74 79 94 99 	
0 3 5 8 15 20 25 26 32 35 42 45 55 56 67 75 83 85 89 95 	1 6 7 11 16 21 28 39 41 46 66 68 71 73 76 79 81 90 91 96 	2 4 12 22 27 30 36 37 38 40 47 52 57 60 61 72 77 82 87 92 	10 13 18 23 29 31 33 43 48 50 51 53 54 63 78 88 93 97 98 99 	9 14 17 19 24 34 44 49 58 59 62 64 65 69 70 74 80 84 86 94 	
10 13 15 16 17 25 26 28 30 35 38 40 44 45 65 82 85 90 94 95 	9 11 21 36 41 42 43 47 49 56 57 59 61 63 71 76 81 86 91 96 	2 7 18 22 23 27 31 32 34 37 54 64 67 72 77 80 84 87 92 97 	3 8 12 33 46 48 50 51 52 58 60 62 68 70 73 78 83 88 93 98 	0 1 4 5 6 14 19 20 24 29 39 53 55 66 69 74 75 79 89 99 	
10 15 18 25 26 30 35 40 41 45 48 50 55 60 63 67 80 85 90 96 	1 9 11 17 21 36 37 39 46 56 61 64 66 70 71 76 81 86 94 99 	0 7 12 13 27 32 34 43 52 57 62 65 72 77 84 87 89 91 92 97 	20 23 24 28 33 42 49 53 58 59 68 75 78 79 82 83 88 93 95 98 	2 3 4 5 6 8 14 16 19 22 29 31 38 44 47 51 54 69 73 74 	
0 1 3 5 10 20 25 26 32 35 36 37 39 48 55 70 75 80 90 95 	6 15 31 40 41 43 45 46 49 56 66 71 74 76 81 86 91 96 98 99 	11 18 22 27 34 38 42 47 50 51 52 57 60 61 62 72 77 82 92 97 	8 13 17 23 28 33 53 58 59 63 65 73 78 79 83 85 87 88 89 93 	2 4 7 9 12 14 16 19 21 24 29 30 44 54 64 67 68 69 84 94 	
3 4 5 7 10 20 28 30 33 35 36 40 47 49 55 65 76 80 85 90 	1 9 16 21 31 45 46 51 54 58 59 60 61 66 71 81 83 86 87 96 	6 12 17 18 22 26 42 52 57 63 73 77 82 88 91 92 93 95 97 99 	0 2 8 11 13 23 25 27 29 32 37 38 48 56 67 68 70 78 79 98 	14 15 19 24 34 39 41 43 44 50 53 62 64 69 72 74 75 84 89 94 	
0 5 10 11 19 20 26 35 40 42 45 54 55 60 75 82 85 90 95 96 	1 2 21 31 46 53 61 66 70 71 72 76 79 81 86 88 91 93 98 99 	12 14 17 22 37 38 41 47 48 49 51 52 57 58 59 62 63 77 92 97 	3 7 8 13 15 16 18 23 28 29 30 32 33 36 56 67 68 73 78 83 	4 6 9 24 25 27 34 39 43 44 50 64 65 69 74 80 84 87 89 94 	
3 10 15 20 21 25 30 33 35 40 41 45 46 49 63 80 88 90 93 95 	6 11 31 36 50 51 55 56 65 66 71 76 79 81 82 83 86 91 92 94 	12 17 27 34 42 43 47 52 57 58 60 61 67 72 74 77 87 96 97 99 	1 2 7 8 13 16 18 22 23 28 37 38 48 53 68 69 70 75 78 98 	0 4 5 9 14 19 24 26 29 32 39 44 54 59 62 64 73 84 85 89 	
0 4 8 10 15 23 25 27 30 35 45 52 55 60 65 70 75 80 90 93 	9 12 13 26 50 51 56 58 59 71 76 85 86 88 89 91 94 95 96 97 	6 7 16 22 32 33 37 42 46 47 57 62 63 66 67 72 74 77 82 87 	3 5 11 18 19 20 28 31 38 40 43 49 53 68 73 78 79 81 83 98 	1 2 14 17 21 24 29 34 36 39 41 44 48 54 61 64 69 84 92 99 	
0 5 7 10 15 25 26 29 30 31 35 36 37 44 45 49 64 67 90 95 	6 11 16 22 40 41 42 46 51 55 56 57 61 66 71 76 81 86 91 96 	2 12 20 21 27 32 38 47 50 53 59 62 65 72 75 77 79 82 92 97 	3 8 13 18 23 28 33 39 43 48 52 58 63 68 73 78 80 83 84 87 	1 4 9 14 17 19 24 34 54 60 69 70 74 85 88 89 93 94 98 99 	
0 5 9 15 20 25 29 35 39 40 43 45 48 50 55 65 74 75 80 85 	1 11 21 26 27 31 36 41 46 47 51 56 60 61 66 71 76 86 91 96 	2 4 7 10 12 17 22 32 37 42 52 57 67 87 92 93 95 97 98 99 	3 6 8 13 14 16 18 23 33 38 44 53 58 63 73 77 78 79 83 88 	19 24 28 30 34 49 54 59 62 64 68 69 70 72 81 82 84 89 90 94 	
5 10 21 22 25 29 30 33 35 40 45 50 54 55 60 61 65 71 75 85 	0 11 16 26 28 36 41 46 48 51 56 57 63 66 70 76 81 86 91 96 	2 7 12 15 27 31 32 34 42 44 52 67 72 80 82 87 94 97 98 99 	3 6 8 13 17 18 38 39 43 53 58 62 68 77 78 79 83 84 88 93 	1 4 9 14 19 20 23 24 37 47 49 59 64 69 73 74 89 90 92 95 	
2 12 15 25 30 33 35 40 43 44 46 49 50 55 60 65 75 80 85 94 	3 9 11 16 21 28 31 38 41 48 51 52 56 66 67 68 78 81 86 96 	0 17 29 37 42 47 54 57 61 62 76 77 87 88 91 92 93 95 97 99 	4 7 13 18 20 23 27 32 34 36 39 58 63 71 73 74 82 83 84 98 	1 5 6 8 10 14 19 22 24 26 45 53 59 64 69 70 72 79 89 90 	
5 10 11 15 17 22 23 25 27 30 31 36 39 40 41 45 55 60 65 75 	1 3 6 16 21 26 51 56 57 66 67 71 76 78 81 86 91 94 96 97 	0 2 12 20 29 32 35 47 52 61 62 63 72 77 82 84 85 87 88 92 	13 18 19 28 33 34 37 38 48 53 59 68 70 73 80 83 90 93 95 98 	4 7 8 9 14 24 42 43 44 46 49 50 54 58 64 69 74 79 89 99 	
0 5 10 11 15 17 30 35 39 42 45 55 65 71 75 76 80 81 90 95 	6 7 9 20 21 31 32 36 41 46 49 51 52 58 61 66 74 86 88 96 	1 2 12 22 27 29 37 48 57 62 64 67 72 79 82 83 92 93 94 97 	3 8 13 16 24 25 28 33 38 43 50 53 68 70 73 77 78 85 87 91 	4 14 18 19 23 26 34 40 44 47 54 56 59 60 63 69 84 89 98 99 	
2 3 7 10 15 31 32 34 35 45 50 60 64 65 75 80 85 86 94 95 	1 5 11 16 23 38 40 51 56 61 66 72 76 77 81 89 91 93 96 97 	0 6 12 13 17 20 22 26 27 28 37 42 52 55 57 62 67 87 90 92 	4 8 18 21 25 30 33 36 41 43 44 47 48 58 63 68 78 83 88 98 	9 14 19 24 29 39 46 49 53 54 59 69 70 71 73 74 79 82 84 99 	
5 10 15 20 25 30 34 35 37 40 42 47 50 60 63 65 78 85 87 90 	6 16 41 46 51 56 61 66 71 76 77 84 88 89 91 94 95 96 98 99 	1 2 7 8 17 18 22 27 33 52 53 54 57 59 62 67 81 82 92 97 	3 4 11 21 23 26 28 32 36 38 48 49 55 58 68 75 79 80 83 93 	0 9 12 13 14 19 24 29 31 39 43 44 45 64 69 70 72 73 74 86 	
0 1 5 9 10 16 25 30 34 35 40 45 60 70 75 80 81 85 90 93 	6 8 11 28 31 41 46 51 56 59 61 63 66 68 89 91 95 96 97 98 	2 7 12 17 26 27 32 37 39 42 47 62 65 71 72 77 82 87 92 94 	13 15 18 20 21 24 36 38 43 48 50 55 57 58 64 67 69 78 83 88 	3 4 14 19 22 23 29 33 44 49 52 53 54 73 74 76 79 84 86 99 	
0 5 6 10 20 25 30 33 35 40 42 45 65 75 79 85 89 93 95 96 	11 16 17 18 21 23 28 41 46 50 51 53 56 59 66 68 71 81 83 86 	7 12 22 27 32 37 39 47 52 60 62 67 72 74 76 77 82 84 87 97 	2 3 8 13 26 38 43 44 48 55 57 58 63 78 80 88 91 92 94 98 	1 4 9 14 15 19 24 29 31 34 36 49 54 61 64 69 70 73 90 99 	
3 5 9 10 15 20 21 25 29 35 40 45 55 60 65 71 75 84 85 90 	0 11 26 37 41 49 56 61 63 64 66 76 81 86 94 95 96 97 98 99 	6 8 12 13 17 22 27 32 47 50 52 62 67 70 72 77 82 87 88 92 	18 23 28 31 33 38 42 43 46 48 51 57 58 59 68 73 78 80 83 93 	1 2 4 7 14 16 19 24 30 34 36 39 44 53 54 69 74 79 89 91 	
3 4 5 10 11 25 29 30 36 37 40 45 49 75 76 78 80 85 90 95 	6 16 21 31 41 50 56 65 66 71 73 74 81 82 91 94 96 97 98 99 	0 2 22 27 35 42 46 47 51 52 57 61 62 68 70 72 77 87 88 92 	12 14 18 20 23 28 33 39 43 48 53 55 59 60 63 67 79 83 86 93 	1 7 8 9 13 15 17 19 24 26 32 34 38 44 54 58 64 69 84 89 	
5 8 10 17 20 25 30 33 35 37 40 45 55 60 61 70 75 90 91 94 	4 11 13 16 21 41 46 47 54 56 57 65 66 71 76 77 79 86 95 96 	2 9 12 22 26 27 31 32 42 50 51 52 62 67 80 81 82 83 87 92 	7 23 24 28 36 38 43 49 53 58 59 63 68 72 73 78 85 88 89 93 	0 1 3 6 14 15 18 19 29 34 39 44 48 64 69 74 84 97 98 99 	
5 10 15 25 31 33 35 40 43 45 48 55 70 75 77 87 90 91 94 95 	3 11 13 17 21 41 46 49 50 56 60 61 65 66 67 68 76 80 81 96 	1 2 7 9 12 22 27 30 32 38 42 47 52 53 62 64 71 72 92 97 	6 8 18 20 23 28 37 57 58 73 74 78 79 82 83 85 88 93 98 99 	0 4 14 16 19 24 26 29 34 36 39 44 51 54 59 63 69 84 86 89 	
0 1 4 5 10 13 15 20 25 30 33 35 36 37 40 45 65 70 80 90 	6 9 11 16 41 42 46 51 53 56 61 66 71 76 77 79 84 85 86 87 	2 7 12 17 22 23 26 27 31 50 52 55 57 60 62 67 72 75 81 97 	8 18 28 32 38 43 48 58 63 73 78 82 83 88 89 92 93 94 96 98 	3 14 19 21 24 29 34 39 44 47 49 54 59 64 68 69 74 91 95 99 	
0 5 10 20 21 25 30 35 42 60 61 65 70 75 77 80 82 85 90 95 	6 11 13 16 23 37 41 45 46 64 66 71 76 81 88 91 94 96 97 99 	4 7 12 17 26 27 31 32 33 36 51 52 53 57 62 67 68 72 84 87 	3 18 22 28 34 38 40 43 47 48 50 54 56 58 63 73 78 83 93 98 	1 2 8 9 14 15 19 24 29 39 44 49 55 59 69 74 79 86 89 92 	
0 1 5 10 11 14 15 16 25 31 35 41 44 55 60 65 75 77 79 85 	3 4 7 26 33 40 42 48 49 51 56 61 63 66 70 71 76 81 91 96 	2 12 17 20 21 22 23 27 30 32 37 38 47 52 57 72 73 86 88 92 	6 8 13 18 28 43 45 53 58 59 67 68 83 84 93 94 95 97 98 99 	9 19 24 29 34 36 39 46 50 54 62 64 69 74 78 80 82 87 89 90 	
0 5 18 25 45 50 60 63 65 71 75 79 80 82 83 85 86 90 95 98 	1 6 7 13 17 21 31 34 40 41 46 51 53 56 59 66 81 87 89 96 	8 11 16 22 27 28 36 47 52 58 62 67 70 72 76 77 84 91 92 97 	2 12 20 26 30 33 35 37 42 43 44 48 49 57 61 68 73 78 88 93 	3 4 9 10 14 15 19 23 24 29 32 38 39 54 55 64 69 74 94 99 	
0 5 8 10 15 17 20 25 30 35 41 45 60 70 75 80 84 85 86 90 	6 16 21 26 36 46 49 51 55 56 61 64 66 71 76 77 81 91 96 98 	2 4 7 12 22 27 32 42 57 59 62 67 72 73 82 87 88 92 95 97 	1 3 23 28 31 33 37 38 43 47 48 52 53 58 63 68 78 79 83 93 	9 11 13 14 18 19 24 29 34 39 40 44 50 54 65 69 74 89 94 99 	
0 5 10 15 23 25 28 30 34 35 40 42 45 50 53 55 75 85 88 99 	6 16 21 22 27 31 36 38 39 41 46 51 54 56 57 59 61 66 91 96 	2 11 12 17 32 47 49 52 62 67 72 77 78 79 80 82 86 87 92 97 	1 3 4 8 13 18 20 33 43 48 58 65 68 73 83 89 90 93 95 98 	7 9 14 19 24 26 29 37 44 60 63 64 69 70 71 74 76 81 84 94 	
3 7 13 30 31 35 41 42 52 56 63 65 70 80 82 84 85 88 90 95 	6 8 10 16 25 26 36 46 53 61 71 76 81 83 86 91 96 97 98 99 	2 5 12 17 32 34 37 49 51 60 66 67 72 73 74 75 77 79 87 92 	0 1 9 15 19 23 33 38 43 45 48 55 57 58 59 64 68 78 89 93 	4 11 14 18 20 21 22 24 27 28 29 39 40 44 47 50 54 62 69 94 	
5 10 11 20 25 30 35 36 40 45 65 67 75 80 82 90 94 95 98 99 	1 6 16 21 41 51 56 60 61 71 76 79 81 83 85 86 89 91 92 96 	2 7 12 18 22 23 31 37 42 47 50 52 54 57 59 62 72 77 87 97 	3 8 13 14 15 19 26 32 33 38 43 46 48 55 58 68 73 78 88 93 	0 4 9 17 24 27 28 29 34 39 44 49 53 63 64 66 69 70 74 84 	
9 10 20 25 29 30 31 35 40 41 44 45 46 50 60 65 70 75 80 95 	1 11 16 21 24 27 51 55 56 59 61 71 76 81 87 91 93 96 97 99 	2 5 6 7 12 17 22 28 32 37 52 57 62 67 68 74 78 82 85 92 	3 8 13 15 18 23 26 33 36 38 48 58 63 66 73 83 84 86 88 98 	0 4 14 19 34 39 42 43 47 49 53 54 64 69 72 77 79 89 90 94 	
8 10 15 20 25 29 30 31 34 35 40 45 50 59 60 65 70 75 80 85 	11 16 26 27 28 37 47 49 54 55 56 61 66 68 73 76 77 81 84 91 	2 7 22 32 38 39 42 46 51 52 57 62 67 82 86 87 88 89 90 97 	0 3 5 12 13 17 18 21 23 33 41 43 48 53 58 63 64 78 93 98 	1 4 6 9 14 19 24 36 44 69 71 72 74 79 83 92 94 95 96 99 	
0 10 12 15 17 20 25 26 30 34 35 37 39 40 45 55 60 80 85 90 	1 11 16 21 36 41 46 51 53 56 61 66 68 70 74 76 86 91 92 94 	2 7 8 22 29 32 33 42 50 57 62 65 67 71 77 87 89 93 96 97 	3 4 5 6 9 13 18 23 28 38 43 47 48 58 75 78 81 82 83 88 	14 19 24 27 31 44 49 52 54 59 63 64 69 72 73 79 84 95 98 99 	
0 5 15 21 25 27 30 35 36 39 40 42 45 67 70 80 86 87 90 95 	6 11 26 31 41 46 51 55 56 66 71 75 76 79 81 82 85 88 91 96 	1 2 4 7 12 17 32 47 48 49 50 52 57 65 72 74 92 93 97 99 	3 8 13 16 19 22 28 33 38 43 53 60 61 63 68 77 78 83 89 98 	9 10 14 18 20 23 24 29 34 37 44 54 58 59 62 64 69 73 84 94 	
0 4 5 9 10 20 25 32 35 37 38 40 45 55 58 65 75 80 87 88 	8 11 41 46 51 52 56 66 71 76 81 86 89 90 91 94 95 96 98 99 	7 12 17 27 29 30 31 42 49 57 61 62 67 68 73 77 82 83 92 97 	2 3 13 15 18 21 23 28 33 39 43 47 48 53 60 63 70 78 85 93 	1 6 14 16 19 22 24 26 34 36 44 50 54 59 64 69 72 74 79 84 	
0 5 10 15 16 25 30 35 40 50 55 73 75 78 80 81 85 90 94 95 	6 7 21 31 34 44 48 56 61 66 70 71 76 79 84 86 92 93 96 98 	1 2 8 11 12 27 36 41 45 46 47 51 52 60 62 67 72 77 82 87 	3 13 18 22 23 26 28 33 38 42 43 49 53 57 58 63 65 68 83 97 	4 9 14 17 19 20 24 29 32 37 39 54 59 64 69 74 88 89 91 99 	
0 5 25 27 30 31 32 35 39 45 50 60 75 80 85 89 90 94 95 99 	1 3 8 19 36 41 44 46 49 52 55 56 58 59 66 71 76 81 86 96 	2 6 7 22 37 42 47 51 54 62 65 67 70 72 73 74 77 87 92 97 	13 15 16 18 23 28 38 40 43 48 57 61 63 68 78 82 83 88 93 98 	4 9 10 11 12 14 17 20 21 24 26 29 33 34 53 64 69 79 84 91 	
0 5 8 10 14 20 21 25 27 30 31 35 55 60 65 74 75 80 85 95 	1 3 6 12 16 36 37 41 46 51 56 61 64 66 67 68 73 76 86 96 	7 11 22 23 32 34 42 45 47 52 54 57 62 70 77 82 87 91 92 97 	2 4 13 17 18 26 33 38 40 43 50 53 58 63 72 78 83 93 94 98 	9 15 19 24 28 29 39 44 48 49 59 69 71 79 81 84 88 89 90 99 	
0 5 8 15 20 25 26 28 30 35 38 45 46 55 65 75 78 80 81 85 	1 17 36 39 48 49 50 51 56 61 66 70 71 74 76 86 88 90 91 95 	12 13 14 21 27 37 41 44 47 52 57 62 64 72 73 77 83 87 92 97 	3 10 11 16 18 23 24 31 33 40 43 58 60 63 67 68 82 93 94 98 	2 4 6 7 9 19 22 29 32 34 42 53 54 59 69 79 84 89 96 99 	
0 3 4 5 6 10 13 25 30 31 35 44 45 49 60 75 80 84 85 90 	11 15 16 26 38 41 42 51 56 66 68 76 81 86 94 95 96 97 98 99 	2 7 12 27 32 37 46 47 48 50 52 55 57 62 67 70 82 87 91 92 	9 17 18 23 33 34 36 39 40 43 53 58 61 63 65 71 78 83 88 93 	1 8 14 19 20 21 22 24 28 29 54 59 64 69 72 73 74 77 79 89 	
0 3 4 5 10 16 20 21 24 29 30 31 35 45 50 72 75 80 85 90 	6 18 26 41 43 46 47 51 54 56 57 59 60 61 66 67 71 73 86 91 	1 7 12 15 17 25 27 32 37 38 42 52 58 62 63 64 74 82 92 96 	2 8 13 14 23 28 33 48 53 68 70 77 78 83 84 87 88 93 97 98 	9 11 19 22 34 36 39 40 44 49 55 65 69 76 79 81 89 94 95 99 	
5 8 10 12 20 23 25 29 30 31 35 36 45 48 55 60 65 75 90 95 	1 16 17 21 26 32 37 38 41 46 56 57 61 71 79 81 91 94 96 97 	2 6 7 13 27 42 47 51 62 67 70 72 76 77 82 84 86 87 98 99 	3 11 14 18 28 33 40 43 52 53 58 63 66 68 73 78 83 88 92 93 	0 4 9 15 19 22 24 34 39 44 49 50 54 59 64 69 74 80 85 89 	
8 10 15 25 27 30 35 40 53 55 58 60 65 70 75 79 83 85 94 95 	1 16 20 26 28 41 43 44 47 48 50 56 66 71 76 81 84 86 87 96 	2 4 7 9 12 17 22 31 37 42 51 52 62 63 67 72 74 77 92 97 	3 5 13 18 21 23 24 33 36 46 49 68 80 82 88 89 90 93 98 99 	0 6 11 14 19 29 32 34 38 39 45 54 57 59 61 64 69 73 78 91 	
0 2 5 10 20 25 29 30 31 35 37 40 52 55 56 75 77 85 94 95 	3 7 11 16 21 36 38 41 42 46 53 57 64 66 69 76 81 86 91 96 	1 12 13 15 22 27 45 47 60 62 65 67 74 79 82 84 87 90 92 97 	4 8 17 18 28 32 33 43 48 50 58 63 68 70 73 78 83 88 93 98 	6 9 14 19 23 24 26 34 39 44 49 51 54 59 61 71 72 80 89 99 	
0 5 15 16 18 25 29 30 35 37 45 52 59 64 65 80 85 88 94 98 	2 22 26 27 31 51 55 56 66 67 69 71 72 73 76 78 81 84 91 96 	7 12 14 17 21 32 38 40 44 47 53 58 62 70 77 82 87 90 92 97 	8 10 13 28 33 36 41 42 43 46 48 60 63 68 75 83 86 89 93 95 	1 3 4 6 9 11 19 20 23 24 34 39 49 50 54 57 61 74 79 99 	
0 5 6 10 28 29 30 31 35 37 40 42 45 46 55 67 70 79 80 85 	1 2 11 26 36 51 54 56 59 65 71 76 78 81 88 89 91 93 95 96 	7 12 16 17 22 25 32 52 53 57 58 60 61 62 64 66 77 87 92 97 	8 13 15 18 21 23 33 38 41 43 49 63 68 73 75 82 83 90 98 99 	3 4 9 14 19 20 24 27 34 39 44 47 48 50 69 72 74 84 86 94 	
0 1 5 13 15 21 25 29 30 35 45 46 48 60 64 70 75 80 90 97 	6 7 41 51 56 61 65 66 69 71 74 77 81 82 86 87 88 89 91 96 	9 12 16 17 22 23 27 32 37 42 47 50 52 54 62 63 67 76 85 92 	2 3 4 8 20 24 28 33 36 38 53 55 57 58 68 73 78 79 93 98 	10 11 14 18 19 26 31 34 39 40 43 44 49 59 72 83 84 94 95 99 	
0 1 5 7 11 15 20 30 35 36 38 40 45 56 65 75 78 80 82 90 	8 16 21 37 44 46 54 61 66 71 76 81 86 91 93 95 96 97 98 99 	12 17 22 27 31 32 34 42 47 50 52 55 57 62 67 70 72 77 84 85 	18 23 33 41 43 48 51 53 58 60 63 68 73 79 83 87 88 89 92 94 	2 3 4 6 9 10 13 14 19 24 25 26 28 29 39 49 59 64 69 74 	
0 5 10 11 20 21 23 25 34 35 45 50 55 60 63 64 65 80 85 90 	1 2 16 30 31 36 37 41 46 49 61 62 66 71 76 79 81 83 91 96 	6 7 12 17 22 32 38 40 47 51 52 57 58 67 68 72 77 82 92 97 	3 4 8 13 18 26 28 33 42 43 44 48 53 73 75 86 88 89 93 98 	9 14 15 19 24 27 29 39 54 56 59 69 70 74 78 84 87 94 95 99 	
